"social","econ","service","immigration","education","destination","candidate","id","age","gender","ideology","likely","interest","aus","can","us","survey","dice"
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,1,228,48,"Male",7,3,5,7,6,4,"India",11
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,1,229,20,"Female",5,7,6,5,6,6,"India",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,1,19,"Female",3,2,7,6,7,6,"India",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,2,19,"Female",5,7,1,4,6,7,"India",7
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,3,19,"Female",10,5,6,6,5,6,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,4,19,"Male",6,7,5,3,6,7,"India",7
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,5,19,"Female",7,7,3,5,6,6,"India",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,6,20,"Female",0,5,7,5,6,6,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,7,24,"Female",5,6,7,4,6,4,"India",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,2,8,20,"Female",4,7,6,6,7,2,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,9,20,"Female",2,3,5,4,5,3,"India",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,10,19,"Male",7,5,7,6,4,7,"India",8
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,11,19,"Female",4,7,6,6,4,2,"India",8
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,12,19,"Female",3,5,7,6,5,6,"India",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,13,19,"Female",4,6,6,4,7,6,"India",5
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,14,19,"Female",8,6,7,6,5,6,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,15,24,"Female",6,4,5,6,6,4,"India",2
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,16,19,"Male",5,3,6,5,4,5,"India",5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,17,19,"Female",5,6,7,6,7,7,"India",5
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,18,20,"Male",4,5,7,4,6,7,"India",8
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,19,21,"Male",6,6,7,4,3,7,"India",7
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,20,23,"Male",10,7,3,4,6,7,"India",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,21,19,"Female",4,7,5,5,6,3,"India",4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,22,20,"Male",5,6,6,6,6,6,"India",12
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,23,22,"Female",7,5,7,6,5,7,"India",4
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,24,21,"Female",4,7,6,4,5,3,"India",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,25,19,"Female",5,5,6,6,6,6,"India",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,26,19,"Male",3,6,7,6,5,6,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,27,19,"Male",8,4,6,5,5,3,"India",6
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,28,19,"Female",5,5,6,5,4,6,"India",5
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,29,19,"Female",3,4,7,5,6,6,"India",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,30,22,"Female",5,3,7,6,5,4,"India",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,31,22,"Male",5,7,2,6,5,4,"India",5
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,32,20,"Female",3,6,6,6,5,5,"India",5
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,33,22,"Female",5,7,7,5,5,5,"India",1
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,34,19,"Female",4,2,4,6,3,5,"India",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,35,20,"Female",3,4,6,5,5,2,"India",8
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,36,19,"Female",3,6,7,5,6,5,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,37,19,"Female",5,7,1,2,1,3,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,38,19,"Male",6,5,6,7,5,6,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,39,19,"Female",1,4,5,5,6,7,"India",4
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,40,20,"Female",1,7,7,5,4,6,"India",6
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,41,20,"Male",3,4,5,6,5,5,"India",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,42,20,"Female",6,3,5,5,4,3,"India",5
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,43,21,"Female",3,6,5,5,6,5,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,44,19,"Female",4,6,6,6,2,2,"India",8
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,45,20,"Female",3,7,5,5,5,6,"India",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,46,19,"Female",5,5,7,7,4,7,"India",9
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,47,19,"Male",5,4,7,4,7,6,"India",7
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,48,19,"Female",4,4,5,4,5,5,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,49,19,"Female",5,6,7,4,4,5,"India",5
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,50,19,"Female",7,5,6,5,5,5,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,51,19,"Female",5,2,6,5,6,5,"India",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,52,20,"Female",6,4,6,3,4,5,"India",10
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",1,2,53,20,"Male",3,7,5,5,7,6,"India",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,54,19,"Female",3,4,6,5,5,3,"India",5
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,55,20,"Male",8,2,5,5,4,5,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,56,20,"Male",7,5,6,7,3,6,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,57,19,"Female",5,4,7,6,7,6,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,58,21,"Female",8,NA,6,7,4,6,"India",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,59,22,"Male",9,4,5,3,2,3,"India",10
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,2,60,25,"Male",9,6,7,6,5,7,"India",10
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,61,20,"Male",6,3,4,6,4,4,"India",10
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,62,21,"Male",7,5,6,5,4,7,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,63,21,"Female",7,4,5,6,5,6,"India",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,64,22,"Female",2,3,7,6,6,1,"India",12
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,65,21,"Male",8,5,6,7,6,3,"India",10
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,66,20,"Female",7,5,6,2,3,2,"India",4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,67,19,"Male",5,3,5,5,6,6,"India",8
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,68,19,"Male",8,5,6,5,6,4,"India",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,69,19,"Female",3,5,7,4,3,5,"India",5
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,70,22,"Female",9,7,7,7,5,3,"India",6
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",1,2,71,19,"Female",5,7,3,6,6,5,"India",3
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,72,20,"Male",6,6,6,7,6,5,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,73,21,"Female",4,5,7,4,4,3,"India",12
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,74,19,"Male",1,7,7,6,5,5,"India",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,75,19,"Female",1,3,5,4,5,3,"India",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,76,22,"Male",4,5,7,5,5,5,"India",10
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,77,19,"Female",1,7,1,1,1,1,"India",0
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,78,20,"Male",7,4,4,4,4,6,"India",1
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,79,21,"Female",6,4,5,6,3,6,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,80,21,"Male",8,5,6,6,7,6,"India",5
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,81,20,"Female",5,4,6,5,7,5,"India",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,82,19,"Male",3,4,6,6,4,7,"India",13
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",1,2,83,21,"Female",3,7,6,6,5,5,"India",9
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",1,2,84,20,"Male",6,3,5,6,5,4,"India",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,85,22,"Female",8,6,5,4,6,5,"India",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,86,20,"Male",8,6,6,6,5,7,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",1,2,87,19,"Male",7,3,7,3,7,5,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,88,21,"Female",2,4,6,3,4,3,"India",5
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,89,22,"Female",5,6,6,5,6,5,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,90,20,"Female",5,5,7,6,5,6,"India",4
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",1,2,91,44,"Female",5,5,7,5,4,5,"India",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,92,23,"Male",8,6,6,6,5,4,"India",9
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,93,22,"Male",5,4,3,4,3,6,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,94,19,"Male",7,2,4,5,4,6,"India",6
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,95,22,"Female",5,5,5,5,6,5,"India",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,96,25,"Male",9,6,6,6,7,6,"India",7
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",1,2,97,19,"Female",4,4,6,4,5,3,"India",9
"Generous guaranteed monthly family allowance","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,98,36,"Male",6,7,7,6,5,7,"India",7
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,99,22,"Male",2,7,7,5,5,5,"India",6
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,100,21,"Male",5,4,5,3,6,5,"India",8
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,101,21,"Male",9,6,6,6,6,7,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,102,22,"Male",7,5,6,6,5,6,"India",9
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 90th Percentile",0,2,103,21,"Female",6,7,7,7,6,3,"India",8
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,104,21,"Female",5,4,6,6,6,3,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,105,23,"Male",5,4,4,4,6,6,"India",6
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,106,49,"Male",8,7,6,7,6,7,"India",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,107,22,"Male",3,6,6,3,3,3,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,108,59,"Male",8,7,7,6,5,5,"India",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,109,21,"Male",8,5,6,7,5,7,"India",9
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,110,51,"Male",7,3,7,5,6,3,"India",12
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,111,23,"Female",8,7,7,5,5,6,"India",9
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,112,20,"Male",8,6,6,5,6,7,"India",10
"No state minimum wage or income support","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",1,2,113,20,"Male",6,5,7,5,7,6,"India",12
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,114,20,"Male",6,5,5,5,5,5,"India",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 90th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,115,20,"Male",9,6,6,7,5,6,"India",11
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 40th Percentile",0,2,116,23,"Male",6,5,5,6,7,5,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,117,21,"Male",7,5,6,6,5,6,"India",12
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Implementation of point-system","Average international ranking of universities: 40th Percentile",0,2,118,21,"Male",6,5,5,6,7,6,"India",7
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,119,23,"Male",9,7,6,5,6,6,"India",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 90th Percentile",0,2,120,19,"Male",3,2,7,6,7,7,"India",9
"Basic hourly minimum wage","Annual GDP Growth of 6%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",1,2,121,31,"Male",5,2,4,5,4,3,"India",5
"No state minimum wage or income support","Annual GDP Growth of 4%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,122,25,"Female",6,7,7,7,5,7,"India",8
"Basic hourly minimum wage","Annual GDP Growth of 2%","Average international ranking of service salaries: 70th Percentile","Change in visa processing centres","Average international ranking of universities: 90th Percentile",0,2,123,24,"Male",8,6,6,6,5,7,"India",10
"Generous guaranteed monthly family allowance","Annual GDP Growth of 4%","Average international ranking of service salaries: 90th Percentile","Restriction on Muslim immigration/tourist visas","Average international ranking of universities: 60th Percentile",0,2,124,21,"Male",7,5,6,5,2,3,"India",11
"No state minimum wage or income support","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 60th Percentile",0,2,125,21,"Female",5,2,5,5,6,7,"India",5
"Basic hourly minimum wage","Annual GDP Growth of 4%","Average international ranking of service salaries: 50th Percentile","Change in visa processing centres","Average international ranking of universities: 40th Percentile",0,2,126,20,"Female",2,6,7,6,2,5,"India",6
"Generous guaranteed monthly family allowance","Annual GDP Growth of 2%","Average international ranking of service salaries: 50th Percentile","Implementation of point-system","Average international ranking of universities: 60th Percentile",0,2,127,24,"Male",9,7,6,5,6,7,"India",4
